Lugar,Magnitud,Profundidad_km,Latitud,Longitud,Alerta,Tsunami,Anio,Mes,Dia,Hora,lat_grid,lon_grid,cuadrante,Fecha
"0 km WNW of Villafranca del Campo, Spain",3.6,4.2,40.698,-1.355,0,0,2004,2,4,0,40,-2,"40,-2",2004-02-04
"14 km SSE of Vielha, Spain",4.0,3.0,42.576,0.83,0,0,2004,2,3,21,42,0,"42,0",2004-02-03
"15 km NNE of Thenia, Algeria",3.5,10.0,36.858,3.623,0,0,2004,2,2,15,36,3,"36,3",2004-02-02
"7 km NW of Corral de Almaguer, Spain",3.6,8.4,39.814,-3.215,0,0,2004,1,19,3,39,-4,"39,-4",2004-01-19
"1 km NE of Lagor, France",3.8,7.0,43.399,-0.639,0,0,2004,1,13,11,43,-1,"43,-1",2004-01-13
"10 km NNW of Boumerdas, Algeria",4.5,10.0,36.852,3.418,0,0,2004,1,10,18,36,3,"36,3",2004-01-10
"18 km WNW of Dellys, Algeria",3.5,10.0,36.975,3.72,0,0,2003,12,13,7,36,3,"36,3",2003-12-13
"4 km SSW of Benamaurel, Spain",4.5,0.0,37.571,-2.712,0,0,2003,11,16,21,37,-3,"37,-3",2003-11-16
"9 km SE of Morón de la Frontera, Spain",3.5,10.3,37.069,-5.372,0,0,2003,11,9,10,37,-6,"37,-6",2003-11-09
"12 km SE of Morón de la Frontera, Spain",4.0,8.2,37.06,-5.342,0,0,2003,11,9,10,37,-6,"37,-6",2003-11-09
"7 km W of Ardales, Spain",3.8,15.1,36.887,-4.932,0,0,2003,11,2,20,36,-5,"36,-5",2003-11-02
"7 km NNE of Vélez-Blanco, Spain",3.6,0.0,37.761,-2.071,0,0,2003,10,30,1,37,-3,"37,-3",2003-10-30
"13 km SSE of Lakhdaria, Algeria",3.6,10.0,36.45,3.63,0,0,2003,10,16,6,36,3,"36,3",2003-10-16
"2 km NW of Artix, France",4.0,5.0,43.413,-0.598,0,0,2003,10,13,3,43,-1,"43,-1",2003-10-13
"25 km N of Boumerdas, Algeria",3.8,10.0,36.998,3.484,0,0,2003,10,12,7,36,3,"36,3",2003-10-12
"17 km SW of Quillan, France",3.5,6.0,42.75,2.06,0,0,2003,10,3,23,42,2,"42,2",2003-10-03
"15 km NW of Naciria, Algeria",3.5,10.0,36.855,3.714,0,0,2003,9,23,7,36,3,"36,3",2003-09-23
"28 km ENE of El Perelló, Spain",4.1,10.3,39.412,0.007,0,0,2003,9,21,10,39,0,"39,0",2003-09-21
"29 km ENE of El Perelló, Spain",4.6,9.3,39.393,0.035,0,0,2003,9,21,9,39,0,"39,0",2003-09-21
"28 km ENE of El Perelló, Spain",4.1,5.6,39.39,0.015,0,0,2003,9,16,20,39,0,"39,0",2003-09-16
"28 km ENE of El Perelló, Spain",4.6,9.6,39.394,0.014,0,0,2003,9,16,11,39,0,"39,0",2003-09-16
"59 km ESE of Santa Pola, Spain",3.5,9.1,38.019,0.074,0,0,2003,9,10,23,38,0,"38,0",2003-09-10
"3 km SE of Chimeneas, Spain",3.6,3.8,37.111,-3.792,0,0,2003,9,10,20,37,-4,"37,-4",2003-09-10
"3 km W of Dellys, Algeria",3.8,10.0,36.919,3.879,0,0,2003,9,3,14,36,3,"36,3",2003-09-03
"2 km W of Beni Amrane, Algeria",3.6,10.0,36.672,3.56,0,0,2003,8,11,20,36,3,"36,3",2003-08-11
"3 km ENE of Dellys, Algeria",3.8,10.0,36.928,3.945,0,0,2003,8,7,8,36,3,"36,3",2003-08-07
"21 km N of El Abadia, Algeria",3.7,10.0,36.46,1.73,0,0,2003,7,27,21,36,1,"36,1",2003-07-27
"4 km NE of Villalcampo, Spain",3.7,6.3,41.547,-6.006,0,0,2003,7,27,20,41,-7,"41,-7",2003-07-27
"4 km SW of Puerto Serrano, Spain",3.5,0.0,36.896,-5.577,0,0,2003,7,25,10,36,-6,"36,-6",2003-07-25
"3 km NW of Rótova, Spain",3.5,4.8,38.954,-0.281,0,0,2003,7,20,21,38,-1,"38,-1",2003-07-20
"87 km SSE of Moraira, Spain",4.1,16.1,38.002,0.631,0,0,2003,7,20,13,38,0,"38,0",2003-07-20
"28 km NNW of Chipiona, Spain",3.8,30.5,36.97,-6.566,0,0,2003,7,18,21,36,-7,"36,-7",2003-07-18
"6 km SW of Lakhdaria, Algeria",3.6,10.0,36.524,3.538,0,0,2003,7,17,21,36,3,"36,3",2003-07-17
"3 km NW of Thenia, Algeria",4.1,10.0,36.746,3.529,0,0,2003,7,14,22,36,3,"36,3",2003-07-14
"20 km WNW of Dellys, Algeria",3.5,10.0,37.006,3.715,0,0,2003,7,11,5,37,3,"37,3",2003-07-11
"12 km NE of Thenia, Algeria",3.5,10.0,36.807,3.653,0,0,2003,7,6,8,36,3,"36,3",2003-07-06
"5 km S of Dellys, Algeria",3.8,10.0,36.871,3.904,0,0,2003,7,6,2,36,3,"36,3",2003-07-06
"42 km NNW of Dellys, Algeria",4.5,10.0,37.239,3.649,0,0,2003,7,5,20,37,3,"37,3",2003-07-05
"24 km NNW of Dellys, Algeria",3.9,10.0,37.129,3.84,0,0,2003,6,23,10,37,3,"37,3",2003-06-23
"10 km E of Torrevieja, Spain",4.4,7.7,37.984,-0.56,0,0,2003,6,20,14,37,-1,"37,-1",2003-06-20
"2 km SW of Tadmaït, Algeria",3.7,10.0,36.727,3.881,0,0,2003,6,18,19,36,3,"36,3",2003-06-18
"6 km NNE of Makouda, Algeria",3.7,10.0,36.84,4.087,0,0,2003,6,18,16,36,4,"36,4",2003-06-18
"13 km ENE of Dellys, Algeria",3.9,10.0,36.977,4.045,0,0,2003,6,17,7,36,4,"36,4",2003-06-17
"14 km WNW of Dellys, Algeria",3.6,10.0,36.986,3.779,0,0,2003,6,11,17,36,3,"36,3",2003-06-11
"10 km N of Dellys, Algeria",3.6,10.0,37.012,3.904,0,0,2003,6,6,3,37,3,"37,3",2003-06-06
"14 km W of Dellys, Algeria",3.5,10.0,36.91,3.755,0,0,2003,6,5,23,36,3,"36,3",2003-06-05
"10 km WNW of Lakhdaria, Algeria",3.7,10.0,36.587,3.477,0,0,2003,6,4,8,36,3,"36,3",2003-06-04
"8 km N of Boumerdas, Algeria",4.1,10.0,36.841,3.46,0,0,2003,6,2,22,36,3,"36,3",2003-06-02
"5 km N of Boumerdas, Algeria",3.6,10.0,36.819,3.468,0,0,2003,6,2,8,36,3,"36,3",2003-06-02
"10 km NE of Dellys, Algeria",4.0,10.0,36.969,4.006,0,0,2003,6,1,6,36,4,"36,4",2003-06-01
"5 km NE of Boudjima, Algeria",4.1,10.0,36.842,4.186,0,0,2003,6,1,2,36,4,"36,4",2003-06-01
"2 km SSW of Makouda, Algeria",3.7,10.0,36.762,4.054,0,0,2003,5,31,11,36,4,"36,4",2003-05-31
"12 km NE of Boumerdas, Algeria",3.6,10.0,36.847,3.578,0,0,2003,5,30,9,36,3,"36,3",2003-05-30
"9 km S of Naciria, Algeria",3.6,10.0,36.665,3.83,0,0,2003,5,29,19,36,3,"36,3",2003-05-29
"7 km ENE of Aïn Taya, Algeria",5.2,10.0,36.817,3.36,0,0,2003,5,29,2,36,3,"36,3",2003-05-29
"28 km WNW of Dellys, Algeria",4.3,10.0,37.058,3.649,0,0,2003,5,28,19,37,3,"37,3",2003-05-28
"24 km NNE of Boumerdas, Algeria",3.5,10.0,36.97,3.592,0,0,2003,5,28,11,36,3,"36,3",2003-05-28
"9 km N of Aïn Taya, Algeria",5.0,10.0,36.877,3.274,0,0,2003,5,28,6,36,3,"36,3",2003-05-28
"22 km NE of Boumerdas, Algeria",3.6,10.0,36.92,3.638,0,0,2003,5,27,17,36,3,"36,3",2003-05-27
"10 km W of Naciria, Algeria",3.5,10.0,36.752,3.712,0,0,2003,5,27,17,36,3,"36,3",2003-05-27
"15 km W of Dellys, Algeria",4.2,10.0,36.894,3.739,0,0,2003,5,27,17,36,3,"36,3",2003-05-27
northern Algeria,5.8,8.0,36.939,3.578,0,0,2003,5,27,17,36,3,"36,3",2003-05-27
"17 km NW of Naciria, Algeria",3.6,10.0,36.862,3.695,0,0,2003,5,27,7,36,3,"36,3",2003-05-27
"20 km NW of Dellys, Algeria",4.0,10.0,37.023,3.719,0,0,2003,5,26,20,37,3,"37,3",2003-05-26
"12 km NNE of Boumerdas, Algeria",3.9,10.0,36.872,3.515,0,0,2003,5,26,16,36,3,"36,3",2003-05-26
"8 km SSE of Dellys, Algeria",3.7,10.0,36.841,3.935,0,0,2003,5,26,8,36,3,"36,3",2003-05-26
"8 km N of Boumerdas, Algeria",3.9,10.0,36.844,3.489,0,0,2003,5,25,0,36,3,"36,3",2003-05-25
"15 km WNW of Dellys, Algeria",3.7,10.0,36.969,3.755,0,0,2003,5,24,20,36,3,"36,3",2003-05-24
"14 km NNE of Dellys, Algeria",4.7,10.0,37.04,3.967,0,0,2003,5,24,19,37,3,"37,3",2003-05-24
"23 km NW of Dellys, Algeria",4.6,10.0,37.096,3.762,0,0,2003,5,24,15,37,3,"37,3",2003-05-24
"12 km NNE of Dellys, Algeria",4.5,10.0,37.028,3.955,0,0,2003,5,24,3,37,3,"37,3",2003-05-24
"4 km NNE of Tirmitine, Algeria",3.5,10.0,36.694,3.992,0,0,2003,5,23,8,36,3,"36,3",2003-05-23
"7 km SSE of Dellys, Algeria",3.7,10.0,36.862,3.954,0,0,2003,5,23,2,36,3,"36,3",2003-05-23
"15 km W of Dellys, Algeria",4.4,10.0,36.941,3.746,0,0,2003,5,23,0,36,3,"36,3",2003-05-23
northern Algeria,3.6,10.0,36.987,3.762,0,0,2003,5,22,15,36,3,"36,3",2003-05-22
"17 km W of Dellys, Algeria",3.5,10.0,36.903,3.718,0,0,2003,5,22,14,36,3,"36,3",2003-05-22
"7 km WSW of Dellys, Algeria",3.5,10.0,36.892,3.83,0,0,2003,5,22,14,36,3,"36,3",2003-05-22
"12 km N of Dellys, Algeria",5.2,10.0,37.03,3.93,0,0,2003,5,22,13,37,3,"37,3",2003-05-22
"8 km NNE of Dellys, Algeria",4.3,10.0,36.984,3.955,0,0,2003,5,22,13,36,3,"36,3",2003-05-22
"19 km NW of Naciria, Algeria",3.8,10.0,36.877,3.68,0,0,2003,5,22,13,36,3,"36,3",2003-05-22
"6 km W of Dellys, Algeria",4.3,10.0,36.911,3.835,0,0,2003,5,22,12,36,3,"36,3",2003-05-22
"17 km N of Boudjima, Algeria",3.6,10.0,36.953,4.118,0,0,2003,5,22,12,36,4,"36,4",2003-05-22
"25 km NNW of Dellys, Algeria",4.8,10.0,37.139,3.847,0,0,2003,5,22,11,37,3,"37,3",2003-05-22
